title,title2,genre,ratings,studio,type,rank,members,description,img_url,link
SK∞,SK8 the Infinity,['Sports'],8.03,Bones,TV,Ranked #546,"Members 479,710","High school student Reki Kyan is passionate about one thing: skateboarding. When night falls, he heads to ""S,"" an illegal underground race inside a mine where skaters compete in highly dangerous situations. After a loss that results in his skateboard being destroyed and his arm being broken, Reki is now incapable of practicing at all.

While working, Reki runs into his new classmate, Langa Hasegawa, a half-Canadian and half-Japanese boy with no skateboarding experience whatsoever. Langa is in desperate need of money. After they both visit ""S"" when tasked by Reki's boss, they get into trouble and are forced into a bet that requires Langa to skate in a race. However, the mysterious transfer student holds a trump card that Reki is unaware of, one which might help him win the race in the most unexpected way.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1549/119195.jpg,https://myanimelist.net/anime/42923/SK∞
Beastars 2nd Season,,"['Drama', 'Slice of Life', 'Anthropomorphic', 'Psychological', 'School', 'Shounen']",7.82,Orange,TV,Ranked #868,"Members 390,203","""Beastar""—a title awarded to beasts who prove their excellence through fighting inequality to unite carnivores and herbivores in an anthropomorphic animal society. Cherryton Academy has gone five years without one such leader. However, following the murder of an alpaca within the school boundaries, the growing tension between the different species poses a greater need for a Beastar to ensure peace and harmony. 

When Louis, the prime candidate for this prestigious role, rejects the offer and leaves the academy, the student council declares to honor any student who captures the culprit of the aforementioned murder as Beastar. Meanwhile, Legoshi's sense of duty as a strong wolf who must protect the weak pushes him to investigate the incident. To further complicate his life, he struggles to manage his complex feelings for the white rabbit, Haru.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1097/109646.jpg,https://myanimelist.net/anime/40935/Beastars_2nd_Season
Nanatsu no Taizai: Funnu no Shinpan,The Seven Deadly Sins: Dragon's Judgement,"['Action', 'Adventure', 'Fantasy', 'Shounen']",6.58,Studio Deen,TV,Ranked #6053,"Members 369,867","After the Kingdom of Liones faces a new threat, the Seven Deadly Sins split up in order to defeat an enemy force spanning Britannia. With their members divided, they face 3 powerful foes, attempt to rescue the lost part of a dear friend, and begin their rescue of Elizabeth.

However, all is not quite as it seems. Along the way, the truth of what brought the end of the Holy War 3000 years ago is uncovered, causing old friends to come face to face against each other.

Nanatsu no Taizai: Funnu no Shinpan continues the adventure of the Seven Deadly Sins and their friends, and sees a great power released.",https://cdn.myanimelist.net/images/anime/1011/111551.jpg,https://myanimelist.net/anime/41491/Nanatsu_no_Taizai__Funnu_no_Shinpan
"Kumo desu ga, Nani ka?","So I'm a Spider, So What?","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mystery', 'Isekai', 'Reincarnation']",7.45,Millepensee,TV,Ranked #1876,"Members 363,164","The day is as normal as it can be in high school as the students peacefully go about their everyday activities until an unprecedented catastrophe strikes the school, killing every person in its wake. Guided by what seems to be a miracle, a handful of students are fortunate enough to be reincarnated into another world as nobles, princes, and other kinds of people with prestigious backgrounds.

One girl, however, is not so lucky. Being reborn as a spider of the weakest kind, she immediately experiences the hardships of her dire situation. Even so, she must press on to survive the numerous threats that endanger her life. Discovering that her new world has a system like that of an RPG, she tries her best to hunt prey and defeat monsters to level up and evolve. As she gradually grows stronger, she hopes one day her efforts will be rewarded, and that she will be granted a better life.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1593/113724.jpg,https://myanimelist.net/anime/37984/Kumo_desu_ga_Nani_ka
Kemono Jihen,,"['Action', 'Mystery', 'Supernatural', 'Mythology', 'Shounen']",7.40,Ajia-Do,TV,Ranked #2066,"Members 326,637","Kohachi Inugami, a detective who specializes in the occult, arrives at a remote village in the Japanese countryside, tasked by a hostess at a local inn to investigate a string of incidents involving rotting and mutilated livestock corpses that have been appearing for seemingly no reason. While surveying, Inugami notices a peculiar young boy working in the fields. Evaded by his peers and called ""Dorotabou"" for his stench, the young farmhand is surprised that anybody would take an interest in him.

Inugami, piqued with curiosity, enlists Dorotabou in helping him with the investigation, despite scorned looks from the villagers. Unbeknownst to Dorotabou, this investigation will reveal a strange new world to him—one of the beast-like entities known as Kemono existing in tandem with humans—along with breathing new purpose into his previously empty life.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1258/108331.jpg,https://myanimelist.net/anime/40908/Kemono_Jihen
Ore dake Haireru Kakushi Dungeon,The Hidden Dungeon Only I Can Enter,"['Action', 'Adventure', 'Fantasy', 'Ecchi', 'Harem']",6.30,Okuruto Noboru,TV,Ranked #7637,"Members 324,076","Despite his noble title, Noir Stalgia is at the bottom of the social hierarchy. Because of this, his fellow nobles oppress him and treat him like garbage. However, he possesses a rare yet powerful ability to communicate with the Great Sage, an oracle who grants Noir the answer to absolutely anything.

After failing to secure a job as a librarian, Noir decides to join the Hero Academy. He knows he must become stronger to enter the institution. The Great Sage advises him to explore a hidden dungeon deep within the mountains. There, Noir meets Olivia Servant, a beautiful yet enchained maiden trapped within the labyrinth. Olivia bestows upon Noir a set of ridiculously powerful skills that grants him virtually total control over reality. Naturally, there is a catch—every time Noir attempts to use his powers, his life points decrease, putting his life at risk. To replenish his energy, he must give in to worldly pleasures such as kissing his childhood friend!

With his newfound powers, Noir begins his journey as a student in the Hero Academy, meeting new acquaintances and helping them through the dire situations ahead.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1988/115708.jpg,https://myanimelist.net/anime/41899/Ore_dake_Haireru_Kakushi_Dungeon
Jaku-Chara Tomozaki-kun,Bottom-Tier Character Tomozaki,"['Drama', 'Romance', 'School']",7.13,Project No.9,TV,Ranked #3384,"Members 307,995","Fumiya Tomozaki is Japan's best player in the online game Attack Families, commonly known as ""Tackfam."" Despite holding such a revered title, a lack of social skills and amiability causes him to fall short in his everyday high school life. Failing to have any friends, he blames the convoluted mechanics and unfair rules of life, forcing him to give up and proclaim himself a bottom-tier character in this ""game.""

After a fateful meeting with another top-tier Tackfam player, Fumiya is shocked to discover the player's true identity—Aoi Hinami, a popular, smart, and sociable classmate who is the complete opposite of himself. Aoi, surprised at how inept Fumiya is at everything besides Tackfam, decides to assist him in succeeding in what she calls the greatest game of them all. Through the gruesome ordeals of social interactions and relationships, Fumiya begins to advance tiers in the glorious game of life.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1120/109232.jpg,https://myanimelist.net/anime/40530/Jaku-Chara_Tomozaki-kun
Hataraku Saibou!!,Cells at Work!!,"['Comedy', 'Anthropomorphic', 'Educational', 'Medical', 'Shounen']",7.35,David Production,TV,Ranked #2287,"Members 244,918","The cells of the human body never rest for too long; there's always something new to do and learn every day. At least, that's what Hakkekkyuu U-1146 feels as he rushes to and fro, searching for any pathogens that could cause harm to the body. Despite his dangerous line of work, it's all worth it to protect the happy smiles of Sekkekkyuu AE3803, the platelet crew, his fellow neutrophils, and the other cells he meets along the way. 

In his latest pathogen-hunting adventures, Hakkekkyuu U-1146 discovers how important cells can sometimes make mistakes, and that not all bacteria are actually bad. Everybody has their bad days, but everything eventually works out when their comrades have their backs. In the end, it's just another normal day for these hardworking cells!

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1726/114552.jpg,https://myanimelist.net/anime/39586/Hataraku_Saibou
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,Suppose a Kid from the Last Dungeon Boonies Moved to a Starter Town?,"['Adventure', 'Fantasy']",6.34,LIDENFILMS,TV,Ranked #7441,"Members 241,351","A long time ago, the ancient saviors of humanity founded a village as their haven, with their descendants said to assist humanity in times of extreme chaos. This village, Kunlun, is located just beside the infamous ""Last Dungeon""—a place where monsters of unimaginable strength reside and which serves as the hunting grounds for Kunlun residents.

Despite being accustomed to defeating powerful enemies since childhood, Lloyd Belladonna regards himself as the weakest in his village in terms of magic, strength, and intelligence. Even so, to fulfill his desire of becoming a soldier, he goes to the Kingdom of Azami to enroll in its military academy. However, as someone whose upbringing defies common sense, Lloyd's innate power might just prove to be the key to end the crises enveloping the kingdom!

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1512/111549.jpg,https://myanimelist.net/anime/40594/Tatoeba_Last_Dungeon_Mae_no_Mura_no_Shounen_ga_Joban_no_Machi_de_Kurasu_Youna_Monogatari
Log Horizon: Entaku Houkai,Log Horizon: Destruction of the Round Table,"['Action', 'Adventure', 'Fantasy', 'Adult Cast', 'Video Game']",7.06,Studio Deen,TV,Ranked #3695,"Members 216,575","Third season of Log Horizon.

It's been a year since Shiroe and his friends were trapped in Akiba due to the Catastrophe. Their forging of the Round Table has brought order and prosperity to its people. But fracturing political alliances and the constant menace of the Genius monsters threaten to destabilize all they've fought for and built. Can faith be restored and they persevere, or is its destruction truly inevitable?

(Source: Funimation)",https://cdn.myanimelist.net/images/anime/1510/108026.jpg,https://myanimelist.net/anime/41109/Log_Horizon__Entaku_Houkai
Hataraku Saibou Black,Cells at Work! CODE BLACK!,"['Action', 'Drama', 'Anthropomorphic', 'Educational', 'Medical', 'Seinen']",7.53,LIDENFILMS,TV,Ranked #1614,"Members 204,346","Due to poor lifestyle choices, a certain human's body is in constant turmoil. With germs, bacteria, and foreign substances abound, the jobs of various cells become increasingly difficult and dangerous. As some of the unfortunate ones who matured in this chaotic environment, Sekkekkyuu AA2153 and Hakkekkyuu U-1196 strive to fulfill their duties—even if it means seeing many of their fellow cells lose their lives in duty.

Set in an environment vastly different from its parent story, Hataraku Saibou Black portrays the cells' struggles as they try to maintain the body's health. However, the human's condition continues to deteriorate, and whether or not these efforts will amount to something concrete depends on the cells!

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1837/110799.jpg,https://myanimelist.net/anime/41694/Hataraku_Saibou_Black
Yuru Camp△ Season 2,Laid-Back Camp Season 2,"['Slice of Life', 'CGDCT', 'Iyashikei']",8.53,C-Station,TV,Ranked #110,"Members 192,434","Having spent Christmas camping with her new friends, Rin Shima embarks on a solo-camping trip to see the New Year sunrise by the sea. All goes according to plan until unforeseen weather blocks the roads back home, making a return trip impossible. Rin, who is now stranded for a few days, is invited by Nadeshiko Kagamihara to stay at her grandmother's house. 

What is supposed to be a two-day trip becomes an extended period of sightseeing and new experiences for Rin, and she encounters some new and old faces along the way. Yuru Camp△ Season 2 continues the story of Rin, Nadeshiko, and their friends as they further explore the joys of camping.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1255/110636.jpg,https://myanimelist.net/anime/38474/Yuru_Camp△_Season_2
World Trigger 2nd Season,,"['Action', 'Sci-Fi', 'Supernatural', 'School', 'Shounen']",8.07,Toei Animation,TV,Ranked #485,"Members 127,814","After successfully holding off the invasion by Aftokrator, the Border Defense Agency prepares an away mission into the Neighbor's dimension. However, like in previous scouting expeditions, only A-rank teams are certain to secure a spot. As the B-rank wars continue, Osamu Mikumo and the rest of Tamakoma-2 quickly fight to the top in an attempt to obtain a promotion before the operation begins.

Meanwhile, a new Neighbor ship approaches Border Headquarters. Noticing that the attackers are targeting the Border Expedition Ship, forces are hastily sent to combat them. However, with fewer squads available due to the proceeding rank wars, the organization is sent into disarray. This latest offensive from the Neighbors shrouds the fate of the all-important expedition ship in uncertainty.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1598/110462.jpg,https://myanimelist.net/anime/40907/World_Trigger_2nd_Season
Non Non Biyori Nonstop,,"['Slice of Life', 'CGDCT', 'Iyashikei', 'Seinen']",8.39,SILVER LINK.,TV,Ranked #176,"Members 108,792","The carefree journeys of the four girls continue! As their fleeting yet eventful summer becomes a distant memory, the arrival of fall signals a new school year with limitless opportunities. Even as the four girls return to their peaceful routine, the appearance of new faces enlivens the anything but exciting rural life of Asahigaoka.

Non Non Biyori Nonstop leisurely walks back into the lives of Hotaru Ichijou, Komari Koshigaya, Natsumi Koshigaya, and Renge Miyauchi as they fully embrace their rural lifestyles and turn anything they find into nothing but fun!

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1033/111540.jpg,https://myanimelist.net/anime/39808/Non_Non_Biyori_Nonstop
Ura Sekai Picnic,Otherside Picnic,"['Adventure', 'Fantasy', 'Girls Love', 'Mystery', 'Suspense', 'Isekai', 'Survival']",6.60,"LIDENFILMS,             Felix Film",TV,Ranked #5919,"Members 107,669","The ""Otherworld"" is a vast and dangerous realm hidden from the knowledge of the common folk. It is also home to many creatures that threaten any human who dare visit it. To witness its desolate yet oddly absorbing environment, one must search for portals that could reside anywhere, from secret elevators to shrine entrances.

After a fateful encounter with a horrendous Otherworld denizen, Sorawo Kamikoshi ponders whether to keep going or give up in life. Meanwhile, Toriko Nishina scours the Otherworld in hopes of finding her friend Satsuki, who she believes is lost somewhere within the realm. 

When the two cross paths, friendship blossoms. In order to acquire as much information about this obscure dimension, the two travel back and forth from the real world to the other. Sorawo and Toriko's bodies are soon influenced by the Otherworld, preparing them for the many horrors to come as both of them try to fulfill their goals.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1494/111515.jpg,https://myanimelist.net/anime/41392/Ura_Sekai_Picnic
2.43: Seiin Koukou Danshi Volley-bu,2.43: Seiin High School Boys Volleyball Team,"['Drama', 'Sports', 'School', 'Team Sports']",6.14,David Production,TV,Ranked #8510,"Members 103,396","Genius setter Kimichika Haijima moves back to Fukui from Tokyo after an incident within his school's volleyball team forces him out. There, he is reunited with his childhood friend, Yuni Kuroba, a member of the Monshiro Middle School Boys' Volleyball Team, who is unaware of his own talents. Haijima notices Kuroba's abilities and is determined to form a new volleyball team with Kuroba as the team's ace. At the prefectural tournament, Kuroba crumbles under the pressure, which causes the Monshiro team to fall apart after losing. The loss also creates a rift between Haijima and Kuroba, leading the former to quit the team.

Now, as students at Seiin High School, Haijima and Kuroba find themselves on the same volleyball team once again. Having learned from his past mistakes, Haijima helps Kuroba overcome his performance anxiety to become the ace and carry the team to the prefectural championship. With support from team captain Shinichirou Oda and vice captain Misao Aoki, Seiin aim to win the prefecturals and become Fukui's representatives at the Spring Tournament. To do this, they will need to beat Fukuho Technical High School, the reigning champions of Fukui. Will Haijima's team defeat the odds, or are they doomed to repeat his history of losing?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1907/110083.jpg,https://myanimelist.net/anime/40679/243__Seiin_Koukou_Danshi_Volley-bu
Bungou Stray Dogs Wan!,,"['Comedy', 'Slice of Life', 'Supernatural']",7.95,"Bones,             Nomad",TV,Ranked #634,"Members 95,597","Atsushi Nakajima has finally grown accustomed to the crazy lifestyle that comes with being part of the Armed Detective Agency. But even during peaceful periods of time, there is bound to be chaos! As Atsushi, his friends, and the agency's rival group—the Port Mafia—go about their days roaming the streets of Yokohama, there are no limits to the strange situations they are unwillingly thrown into. 

A new take on its original work, Bungou Stray Dogs Wan! shows the more mundane yet hilarious aspects of the characters' lives.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1293/111430.jpg,https://myanimelist.net/anime/42250/Bungou_Stray_Dogs_Wan
Ex-Arm,,"['Action', 'Sci-Fi', 'Seinen']",2.91,Visual Flight,TV,Ranked #13360,"Members 76,295","After being hit by a truck in the year 2014, Akira Natsume awakes to find himself inside a machine following a 16-year-long coma. As he adjusts to the new interface, he is greeted by police officer Minami Uezono and her android partner Alma. The pair shows Akira that his brain is contained inside a device called an EX-ARM—a weapon of mass destruction. Aboard an enemy smuggler ship, the three must escape using nothing but their ingenuity and combat skills.

While initially reluctant to fight, Akira soon recalls his brother's words from before the accident. The memory inspires him to take action, possessing Alma's body to fight his opponents using martial arts. Once Alma plugs him into one of the ship's ports, he discovers the devastating potential of his EX-ARM by effortlessly hacking and assuming control of the vessel.

Upon safely arriving back on land, Akira meets the other members of the EX-ARM Countermeasure Prevention Team, a police division working to mitigate the effects of EX-ARMs. Witnessing the atrocities committed by those who seek the power of EX-ARMs, he resolves to join the team and put an end to the terror caused by these weapons.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1847/113935.jpg,https://myanimelist.net/anime/38853/Ex-Arm
Tenchi Souzou Design-bu,Heaven's Design Team,"['Comedy', 'Fantasy', 'Gag Humor', 'Workplace', 'Seinen']",7.16,Asahi Production,TV,Ranked #3260,"Members 70,517","In the beginning, God created the heavens and the earth. He also sought after a wide variety of animals to populate the planet. However, he felt that it was too tiresome to think of new ideas within his criteria. To address this problem, God appointed an organization—the Heaven's Design Team—to do the work instead!

Shimoda is a newly-hired angel who serves as the mediator between God and the design team. As he steps into his role, he witnesses his coworkers conceive interesting ideas for many unique life forms according to God's desires. From giraffes and snakes to birds, anteaters, and everything in between, the possibilities for different animal species are endless!

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1339/113938.jpg,https://myanimelist.net/anime/41762/Tenchi_Souzou_Design-bu
Kai Byoui Ramune,Dr. Ramune -Mysterious Disease Specialist-,"['Supernatural', 'Medical', 'Psychological', 'Shounen']",7.16,Platinum Vision,TV,Ranked #3236,"Members 64,037","At first glance, Ramune may not seem like a professional doctor—he is crass, rude, and often acts halfheartedly. But his true brilliance shines through once his patients pay him a visit: he is able to diagnose and treat all sorts of strange, mysterious diseases that come his way. From a young student whose fingers have turned into chili peppers to a child whose tears are made of condiments, Ramune is able to tap into a kind of innate, otherworldly sensibility that enables him to decipher the roots of their source. But finding the proper cure for these illnesses comes at a valuable price, and money certainly cannot be used to pay it. 

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1443/110157.jpg,https://myanimelist.net/anime/42822/Kai_Byoui_Ramune
Idoly Pride,,"['Idols (Female)', 'Music']",7.43,Lerche,TV,Ranked #1949,"Members 57,294","The VENUS Program is an idol scoring system that is entirely impartial, using AI and data to rank candidates based on an array of factors. To determine the rising stars of the idol industry, the annual VENUS Grand Prix is held utilizing these algorithms. Among all the idols that have participated, none have been as outstanding as Mana Nagase. However, on the day of the tournament's finals, a tragic accident suddenly ends her career.

Kouhei Makino, who previously worked as Mana's manager, continues his career at Hoshimi Productions years after her death. Wanting to build a new team of idols, he accepts interviews from various girls. Unexpectedly, one of the interviewees is Kotono Nagase, Mana's younger sister, who is striving to carry on her sister's legacy under the tutelage of her former advisor. Also auditioning is Sakura Kawasaki, whose voice sounds astoundingly similar to that of Mana.

Both Kotono and Sakura pass the evaluations, joining a group of eight other aspiring young girls. Living in a shared dormitory, the 10 members work together to learn more about what it means to harmonize as a team. United by an ambitious endeavor, the girls compete their way to the top as they traverse through the unforgiving world of idols.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1025/111962.jpg,https://myanimelist.net/anime/40842/Idoly_Pride
