title,title2,genre,ratings,studio,type,rank,members,description,img_url,link
Senpai ga Uzai Kouhai no Hanashi,My Senpai is Annoying,"['Comedy', 'Adult Cast', 'Romantic Subtext', 'Workplace']",7.64,Doga Kobo,TV,Ranked #1265,"Members 272,608","At a certain trading company, saleswoman Futaba Igarashi has managed to hold her respectable job for almost two years thanks to the guidance of her senior coworker—Harumi Takeda. However, due to Igarashi's short stature, Takeda often teases her and treats her like a kid, leaving Igarashi constantly annoyed by his antics.

Despite this, Igarashi notices Takeda's reliability as he is always ready to help whenever something at their workplace goes awry. As Igarashi and Takeda spend more time together, their relationship soon develops further than simply being coworkers at the office.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1055/118890.jpg,https://myanimelist.net/anime/42351/Senpai_ga_Uzai_Kouhai_no_Hanashi
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita","Banished From The Hero's Party, I Decided To Live A Quiet Life In The Countryside","['Adventure', 'Fantasy', 'Romance']",6.94,"Studio Flad,             Wolfsbane",TV,Ranked #4257,"Members 243,797","Far away from the reaches of demons and war, near the borderland of Zoltan, D-Rank adventurer Red lives a normal existence. Through perseverance and hard work, his dream of starting his own apothecary and peaceful life in the countryside finally came true. Abruptly, Red gets a live-in partner and assistant named Rit—the princess of Duchy Loggervia and an adventurer herself—who gives everything up to join him.

Although honest, kind, and loved by all, Red has a secret shared only with Rit: his real name is Gideon, brother of Ruti Ragnason, the ""Hero"" and a former member of her party. Ares Drowa, the ""Sage,"" kicked Red out of their party after their war against the Demon Lord after deciding he was weak and insignificant. Now, even though Red has left the Hero's party behind by assuming a new life together with Rit, his past has yet to let go of him.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1969/111798.jpg,https://myanimelist.net/anime/44037/Shin_no_Nakama_ja_Nai_to_Yuusha_no_Party_wo_Oidasareta_node_Henkyou_de_Slow_Life_suru_Koto_ni_Shimashita
Saihate no Paladin,The Faraway Paladin,"['Action', 'Adventure', 'Fantasy', 'Isekai', 'Reincarnation']",6.85,Children's Playground Entertainment,TV,Ranked #4665,"Members 239,764","Born into a new world after a life of stagnancy, Will awakens to the faces of a skeleton, a ghost, and a mummy. Living in the ruins of a city long fallen, the three raise Will as their own. The skeleton— Blood—teaches him to fight; the ghost—Gus—teaches him magic; and the mummy—Mary—teaches him religion and responsibility. Most importantly, they all teach him love.      

As Will grows up and learns about the world he was born into, he prepares for the day when he must finally set out on his own. For Will, this journey includes a lifelong promise. At their coming-of-age, every adult is required to swear an oath to the god of their choice, with the strength of the pledge affecting the degree of their sworn god's blessing.

With his departure approaching, Will must prepare to accept the truth of his undead guardians and embark into a world that even they don't know the state of. Will discovers, however, that every oath must be fulfilled, one way or another.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1176/118382.jpg,https://myanimelist.net/anime/48761/Saihate_no_Paladin
Kaizoku Oujo,Fena: Pirate Princess,"['Action', 'Adventure', 'Fantasy']",7.09,Production I.G,TV,Ranked #3595,"Members 164,600","A decade ago, a tragic shipwreck separated Fena Houtman from her childhood friend Yukimaru and took her father's life. Now, at age 23, she is trapped on an island and is doomed to spend the rest of her life selling herself to men. On the night she is to be forcibly wed to a client, Fena hatches a plan to escape from her employers, but two old acquaintances unexpectedly intervene and help her run away. 

The three make haste for the open sea and land upon Goblin Island—a mysterious place that a clan of fierce warriors call home. It is there that Fena learns that her father's ill-fated final journey at sea was in search of a place called ""Eden,"" the location of something important that he had to protect. With nothing but a clear crystal as a clue, Fena is tasked with finding this place, as she is the only person who can do so. 

While still contemplating the search for what her father left behind, Fena reunites with Yukimaru, who encourages her to take up the quest. Now the captain of a seven-person crew, Fena must navigate the high seas in search of Eden. But as uncanny groups begin to target her, the perilous journey proves to be even more challenging than it previously seemed.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1607/117951.jpg,https://myanimelist.net/anime/42544/Kaizoku_Oujo
Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"The Fruit of Evolution: Before I Knew It, My Life Had It Made","['Adventure', 'Fantasy', 'Romance', 'Harem', 'Isekai']",6.20,Hotline,TV,Ranked #8205,"Members 147,394","One day, a man claiming to be a god suddenly hacks a certain school's intercoms, ordering all of its students to team up and prepare to be transported to another world. There, they will be given special skills in the hopes that they become that world's heroes and defeat the Demon King that ravages the land.

The initial transfer is a success. However, Seiichi Hiiragi, who suffers from his classmates' constant bullying due to his somewhat undesirable appearance, is left behind as no one is willing to be his teammate. Nevertheless, the self-proclaimed god decides to send Seiichi to the parallel world and lets him join his peers. Unfortunately, this fateful ordeal causes Seiichi to arrive at a location deep in the forest, far not only from his schoolmates but from human civilization as well.

Desperately searching for a way to change his predicament, Seiichi's miserable days only seem to continue to worsen. Yet when all hope seems lost, Seiichi discovers a strange fruit known as the ""Fruit of Evolution""—which may be his first step toward a significantly better future.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1537/117590.jpg,https://myanimelist.net/anime/46985/Shinka_no_Mi__Shiranai_Uchi_ni_Kachigumi_Jinsei
Tsuki to Laika to Nosferatu,Irina: The Vampire Cosmonaut,"['Fantasy', 'Sci-Fi', 'Historical', 'Military', 'Space', 'Vampire']",7.32,Arvo Animation,TV,Ranked #2408,"Members 127,830","On November 23, 1957, the whole world witnessed the Federal Republic of Zirnitra's monumental achievement of sending the first live animal—a dog—to outer space. Since then, the space race between the confederacy and its competitor, the United Kingdom of Arnack, has intensified; the two countries hope to one day send humans to the cosmos above.

As a dog's biology is inherently different from a human's anatomy, there is no way to perfectly identify the risks involving space travel and its effects on an individual's body without actually sending someone for observation. However, Zirnitra's government has a potential solution: to experiment on vampires, whose biological similarity to humans is too significant to ignore.

Despite being forcibly taken from her home in the mountains, vampire Irina Luminesk shows no resistance and is even willing to train as a test subject. Lev Leps, a former top candidate to become the first human cosmonaut, is designated to accompany Irina and act as her guide. Through their time together, Irina and Lev begin to develop a mutual love for outer space, bringing them closer together.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1393/118374.jpg,https://myanimelist.net/anime/48471/Tsuki_to_Laika_to_Nosferatu
Taishou Otome Otogibanashi,Taisho Otome Fairy Tale,"['Comedy', 'Romance', 'Slice of Life', 'Historical', 'Shounen']",7.79,SynergySP,TV,Ranked #931,"Members 112,923","Self-styled pessimist Tamahiko Shima lives alone in the mountains of Chiba after losing the use of his right hand in the same car accident that took his mother's life. Deemed incapable by his father and other wealthy relatives, he has been forced into exile; he experiences idle days of reading and sleepless nights of irrepressible angst. True to the Shimas' famous pride and determined not to disgrace his family, Tamahiko is resigned to his new duty—stay in the mountains and wait for death to put an end to his suffering.

However, on one snowy night, Tamahiko's insomnia is interrupted by someone knocking at the door. He then meets the 14-year-old Yuzuki Tachibana, who announces that she has come to be his future wife! Suddenly, Tamahiko remembers his father promising to send him a bride to assist him with impediments to his daily life.

Although she was sold as a bride to repay her family's debts, Yuzuki proves to be thoughtful, diligent, and dedicated to Tamahiko. Will the world-weary teenager prove insensitive to the rare breeze of kindness her presence brings to his monotonous existence?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1662/118849.jpg,https://myanimelist.net/anime/45055/Taishou_Otome_Otogibanashi
World Trigger 3rd Season,,"['Action', 'Sci-Fi', 'Supernatural', 'School', 'Shounen']",8.30,Toei Animation,TV,Ranked #239,"Members 92,047","At the Border Defense Agency's headquarters, the B-Rank Wars are underway as each team fights intensely to secure a spot in the upcoming Away Mission. Though Osamu Mikumo and the rest of Tamakoma-2 have pulled through thus far, the final rounds will require them to push far beyond the limits of their current abilities. Taking in a talented new member, the squad begins to train and develop new strategies, but, amid these efforts, the team is shaken by a heated dispute—one that could jeopardize their ticket to the Neighbor's dimension.

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/1617/117474.jpg,https://myanimelist.net/anime/44940/World_Trigger_3rd_Season
Sakugan,,"['Adventure', 'Comedy', 'Sci-Fi', 'Childcare', 'Mecha']",6.52,Satelight,TV,Ranked #6419,"Members 91,472","The ""Labyrinth"" is an expansive space deep underground where humans live in clusters known as ""colonies."" Over the years, the surface has become a distant memory—even perhaps only a fantasy to those who have never experienced its wonders.

Making sure humanity survives the harsh conditions of the underground, a colony's citizens can take on a variety of specialized jobs. These include ""Workers,"" who mine precious ore to fuel the colonies, and ""Markers,"" who journey into the Labyrinth's surprisingly lush environment to bring back information that eases navigation. However, humanity also faces a threat to its existence—creatures called ""kaijuu"" whose sizes range from that of a small child to an enormous building, and are hostile to any human they see. Moreover, kaijuu that are large enough can force their way into the colonies, further increasing their threat level.

Memenpu is a nine-year-old college graduate whose inventions have greatly benefitted the Workers in her local colony. Recently, however, she has been dreaming of a place with a neverending ceiling not bound by bedrock. These aspirations fuel her desire to become a Marker and explore the Labyrinth's vast unknown in search of such a fantastical place. Despite her father Gagumber's vehement disagreement, a certain incident with the kaijuu jumpstarts a dangerous yet exciting adventure that will surely alter humanity's course forever.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1431/118413.jpg,https://myanimelist.net/anime/38192/Sakugan
Isekai Shokudou 2,Restaurant to Another World 2,"['Fantasy', 'Gourmet', 'Slice of Life', 'Workplace']",7.66,OLM,TV,Ranked #1233,"Members 75,247","The Western Restaurant Nekoya is adored by its local Japanese clientele. The eatery's continued success can be attributed to its tasty western and Japanese dishes, as well as its cheerful head chef, ""Master"" Tenshu. In Japan, the restaurant appears to be closed on Saturdays, but in actuality, it is the one day that Nekoya transcends to the Other World and opens its doors to guests seeking foreign cuisine. From castles to forests, the ""Restaurant to Another World""—as its patrons call it—travels far and wide. 

Nekoya's diverse and bizarre clientele can expect to be greeted by one of two devoted waitresses—the courteous demon waitress Aletta, or the enigmatic and elven Kuro. As customers, both old and new, pile into the establishment with stories of their respective lands, Master and his staff ensure that everyone is in for a scrumptious adventure of a lifetime.

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/1777/117885.jpg,https://myanimelist.net/anime/48804/Isekai_Shokudou_2
Kyuuketsuki Sugu Shinu,The Vampire Dies in No Time,"['Comedy', 'Supernatural', 'Adult Cast', 'Gag Humor', 'Vampire', 'Shounen']",7.23,Madhouse,TV,Ranked #2864,"Members 70,309","Vampires are known to have many weaknesses that balance out their incredible power, but the vampire lord Draluc happens to be weak to pretty much anything.

The vampire hunter Ronald receives a job to infiltrate the castle of the so-called ""Invincible Progenitor"" and rescue a woman's son from the monster within. But upon arriving, he is dumbfounded to discover that the vampire quickly turns to ash by something as trivial as a clap of his hands! Moreover, the child he was sent to save had merely wandered in to play the vampire lord's video games while he slept!

In a disastrous turn of events, Draluc's castle is destroyed, and the fragile vampire decides to move in with the hunter who has only just defeated him. Ronald, Draluc, and the vampire's pet armadillo John form quite the eccentric team as they are forced to work together while fending off Ronald's violent editor, the lesser vampires plaguing the city, and even their fellow vampire hunters.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1892/117151.jpg,https://myanimelist.net/anime/41833/Kyuuketsuki_Sugu_Shinu
Build Divide: Code Black,Build-Divide -#000000- Code Black,"['Fantasy', 'Strategy Game']",6.40,LIDENFILMS,TV,Ranked #7073,"Members 46,469","Neo Kyoto is a place where everything is decided through the card game ""Build Divide."" From resolving personal conflicts to determining social status, success in Build Divide means success in life. The biggest ambition of every player is to become the King, whose peerless skills grant them near-total rule over the city.

One day, a young man wakes up in Neo Kyoto—with the knowledge of just his name, Teruto Kurabe, and carrying only a deck for a card game he no longer knows. Teruto soon encounters another player, Sakura Banka, who helps him remember both how to play Build Divide and his original mission: that no matter what, he must meet the King. Teaming up together, Teruto and Sakura find that their best chance for a royal audience is with the Rebuild tournament, where the one who collects twenty-one tokens from other competitors can challenge the King for their throne. However, as Teruto continues to play, he begins to regain his lost memories that call into question the very nature of Neo Kyoto.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1014/117452.jpg,https://myanimelist.net/anime/48776/Build_Divide__Code_Black
Sankaku Mado no Sotogawa wa Yoru,The Night Beyond the Tricornered Window,"['Boys Love', 'Drama', 'Horror', 'Mystery', 'Supernatural', 'Adult Cast']",6.71,Zero-G,TV,Ranked #5340,"Members 40,159","Kousuke Mikado has been able to see spirits for as long as he can remember. Extremely terrified of them, he tries to suppress his ability by wearing glasses. One day, while working at a bookstore, he catches the attention of Rihito Hiyakawa, an eccentric medium who is convinced that they were destined to meet each other.

Thanks to Hiyakawa's antics, Mikado is thrust into the world of the paranormal, with the former promising that he will shed his fears if Mikado stays with him. As they continue to work together, the two discover a series of malicious curses that all point to the same name—""Erika Hiura."" What is this person's goal, and how do they connect with Mikado and Hiyakawa?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1869/118766.jpg,https://myanimelist.net/anime/44387/Sankaku_Mado_no_Sotogawa_wa_Yoru
Deep Insanity: The Lost Child,,['Sci-Fi'],5.56,SILVER LINK.,TV,Ranked #11148,"Members 38,587","Madness and unawakening sleep, Randolph syndrome.

This new illness is slowly but steadily approaching humanity, caused by the huge underground world Asylum that appeared in Antarctica. There are strange creatures different from the earth, and unknown resources. People bet their lives on the depths of the mysterious new world to get huge wealth, organizational plots, or their own ambitions.

And here alone, a young man with a wish in his heart is trying to challenge the front line of Asylum.

(Source: MAL News)",https://cdn.myanimelist.net/images/anime/1652/118466.jpg,https://myanimelist.net/anime/49292/Deep_Insanity__The_Lost_Child
Selection Project,,"['Idols (Female)', 'Music']",7.26,Doga Kobo,TV,Ranked #2730,"Members 38,121","Due to a weak heart, Suzune Miyama has remained bedridden for most of her childhood. However, despite her illness, she has always dreamed of becoming an idol. Eventually, her opportunity comes in the form of the seventh Selection Project—a brutal series of competitions best known as the starting point of the legendary idol Akari Amasawa.

Anxious but excited, Suzune enters the preliminary round of Selection Project. Though her singing dazzles the judges and her fellow competitors, Suzune is unfortunately overcome by her nerves and freezes up in the middle of her performance. She recovers quickly, but the stumble is great enough that she loses the winning spot and is disqualified.

Or so it seems—until Seira Kurusu, the girl Suzune lost to, announces that she plans to drop out of Selection Project, believing Suzune is a more talented singer and therefore deserves the right to compete. Suzune is caught off guard by the decision, but promises Seira that they will meet again as top idols. She prepares herself for the challenging obstacles that lie ahead.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1174/113554.jpg,https://myanimelist.net/anime/44275/Selection_Project
Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,Yashahime: Princess Half-Demon: The Second Act,"['Adventure', 'Comedy', 'Fantasy', 'Supernatural', 'Historical', 'Mythology', 'Time Travel']",7.09,Sunrise,TV,Ranked #3594,"Members 36,441",Second season of Hanyou no Yashahime: Sengoku Otogizoushi.,https://cdn.myanimelist.net/images/anime/1415/118635.jpg,https://myanimelist.net/anime/48505/Hanyou_no_Yashahime__Sengoku_Otogizoushi_-_Ni_no_Shou
Visual Prison,,"['Supernatural', 'Music', 'Vampire']",6.68,A-1 Pictures,TV,Ranked #5492,"Members 35,143","Vampires have existed for centuries and live under the rule of the Scarlet Moon. Once a year, ""Visual Prison"" occurs, a visual kei competition where the vampire who sings the most beautiful song is bestowed with great power by the Scarlet Moon. At the forefront of the competition are ECLIPSE—the reigning champions who stand for an established order, and LOST EDEN—a group that believes the strongest should rule.

Ange Yuki is a lonely boy with no confidence in his singing ability. He moves to Harajuku in search of a musician he idolizes, but during his quest, he gets entangled in one of the many live performance clashes between ECLIPSE and LOST EDEN. Their fascinating stages stun him, but he soon collapses, overcome by bloodlust. Regaining consciousness, Ange finds himself under the care of Guiltia ""Guil"" Brion, the musician he admires, and learns that he is a dhampir—half-human, half-vampire.

While Ange now has the privilege of participating in the upcoming Visual Prison, Guil explains that he will not join him in this endeavor. Meanwhile, Ange encounters Robin Laffite, a foreigner from England who is enamored by his astonishing singing voice. With the day of the competition slowly creeping up, Ange has to put together a capable unit in an exciting race against time.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1143/117924.jpg,https://myanimelist.net/anime/48567/Visual_Prison
Muv-Luv Alternative,,"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military']",5.76,"Yumeta Company,             Graphinica,             FLAGSHIP LINE",TV,Ranked #10320,"Members 33,992","The world has been engulfed in a desperate, three-decade-long war against the BETA—an alien species that invaded the planet in 1973. Amid this chaos, a high school student named Takeru Shirogane suddenly wakes up from a terrifying nightmare where he sees mankind in utter defeat. Soon after, he realizes that his dream was nothing more than the recollections of his life in an alternative universe. In those memories, the Alternative V project is implemented, sending hundreds of thousands of people into space as a last resort to preserve humanity, while leaving the remaining billion on Earth to suffer a cruel fate.

Yearning to change this grim future, Takeru joins a military base in Yokohama, which happens to be his former high school. There, he manages to convince the base's vice-commander and leader of the Alternative IV project, Professor Yuuko Kouzuki, to prevent Alternative V from happening. To ensure the success of Alternative IV, Takeru must pilot the gigantic humanoid machines Tactical Surface Fighters (TSF) alongside his fellow cadets. However, he has only two months to complete his training and exploit his partial knowledge of the future—lest the ensuing tragedy take place.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1916/118439.jpg,https://myanimelist.net/anime/40608/Muv-Luv_Alternative
