title,title2,genre,ratings,studio,type,rank,members,description,img_url,link
Rikei ga Koi ni Ochita no de Shoumei shitemita.,"Science Fell in Love, So I Tried to Prove It","['Comedy', 'Romance', 'Adult Cast', 'Educational']",7.37,Zero-G,TV,Ranked #2192,"Members 304,181","It is widely believed that science can provide rational explanations for the countless phenomena of our universe. However, there are many aspects of our existence that science has not yet found a solution to and cannot decipher with numbers. The most notorious of these is the concept of love. While it may seem impossible to apply scientific theory to such an intricate and complex emotion, a daring pair of quick-witted Saitama University scientists aim to take on the challenge.

One day the bold and beautiful Ayame Himuro outwardly declares that she is in love with Shinya Yukimura, her fellow logical and level-headed scientist. Acknowledging his own lack of experience with romance, Yukimura questions what factors constitute love in the first place and whether he is in love with Himuro or not. Both clueless in the dealings of love, the pair begin to conduct detailed experiments on one another to test the human characteristics that indicate love and discern whether they demonstrate these traits toward each other.

As Himuro and Yukimura begin their intimate analysis, can the two scientists successfully apply scientific theory, with the help of their friends, to quantify the feelings they express for one another?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1432/103533.jpg,https://myanimelist.net/anime/38992/Rikei_ga_Koi_ni_Ochita_no_de_Shoumei_shitemita
Somali to Mori no Kamisama,Somali and the Forest Spirit,"['Adventure', 'Drama', 'Fantasy', 'Childcare', 'Mythology']",7.83,"Satelight,             HORNETS",TV,Ranked #846,"Members 265,191","In a world inhabited by demons, cyclopes, and other fantastic creatures, humans stand apart as the outcasts. Quick to anger, the human race engaged in a war that all but wiped them out. The few humans that remain are seen as a delicacy, serving no purpose but to be hunted down and eaten.

One day, Golem, a wandering protector of nature, encounters a lone human child while patrolling. Inspired by her enthusiasm, he takes the girl, named Somali, under his wing. Together, the duo embarks on a journey to find Somali's parents and bring her home.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1938/102796.jpg,https://myanimelist.net/anime/39575/Somali_to_Mori_no_Kamisama
Isekai Quartet 2,,"['Comedy', 'Fantasy', 'Isekai', 'Parody']",7.37,Studio PuYUKAI,TV,Ranked #2173,"Members 214,703","Despite completing all the tasks given to them, Ainz Ooal Gown, Tanya Degurechaff, Kazuma Satou, Subaru Natsuki, and the other members of Class 2 are surprised to find out that their role as students is far from over. With no means of returning home, the class of eccentric personalities is still mysteriously stuck in the unfamiliar world. Although, as they are becoming quite fond of each other, spending more time together does not sound that bad.

With the unexpected arrival of new transfer students, the comedic antics of our beloved characters continue to grow. Thus, their bizarre yet nonchalant school life continues.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1030/103383.jpg,https://myanimelist.net/anime/39988/Isekai_Quartet_2
Toaru Kagaku no Railgun T,A Certain Scientific Railgun T,"['Action', 'Sci-Fi', 'Super Power']",8.18,J.C.Staff,TV,Ranked #370,"Members 208,094","The Daihasei Festival has begun, and that of course means that Tokiwadai Middle School—a prestigious all-girls' middle school—is competing too. Despite the participation of the ""Ace of Tokiwadai,"" Mikoto Misaka, the other students who are participating are still putting their utmost effort into winning, no matter how impossible the feat may seem against her overwhelming might.

However, not all is fun and games. Due to the festival, Academy City opens to the outside world, and various factions have begun plotting ways to infiltrate the city. Misaka appears to be on their radar, and as the festival proceeds, people lurking from the shadows begin to emerge...

Toaru Kagaku no Railgun T brings back the Tokiwadai Ace and her friends as they dive deeper into the dark side of Academy City. From terrorist attacks to ruthless underground projects, anything is possible in this city.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1819/103287.jpg,https://myanimelist.net/anime/38481/Toaru_Kagaku_no_Railgun_T
Murenase! Seton Gakuen,Seton Academy: Join the Pack!,"['Comedy', 'Anthropomorphic', 'School']",6.97,Studio Gokumi,TV,Ranked #4114,"Members 180,062","Seton Academy is a place attended by a plethora of interesting and diverse animal species. Jin Mazama is one of the few humans there, who also happens to vehemently hate animals from the bottom of his heart! One day, he stumbles upon the rowdy and assertive girl Ranka Ookami, a small ""lone wolf"" without a pack, who has not a single friend.

The desperate Ranka tries to invite Jin into joining her pack; Jin, who hates animals, naturally refuses. Amid this situation, Jin meets Hitomi Hino, a fellow human, and promptly becomes infatuated with her. After getting to know each other, the two decide to create a cooking club, and after a few bad-blooded misunderstandings, Ranka soon joins the club as well.

Thus begins the howl-some and howl-arious story of two normal humans; an adorable wolf; a cheerful koala; a sluggish, blonde sloth; and a feline with cattitude in their newfound club—in a story that teaches that friendship can be forged by creatures of different kinds.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1558/104666.jpg,https://myanimelist.net/anime/40483/Murenase_Seton_Gakuen
Infinite Dendrogram,,"['Action', 'Fantasy', 'Video Game']",6.19,NAZ,TV,Ranked #8244,"Members 158,485","In the year 2043, <Infinite Dendrogram>, the world's first successful full-dive VRMMO was released. In addition to its ability to perfectly simulate the five senses, along with its many other amazing features, the game promised to offer players a world full of infinite possibilities. Nearly two years later, soon-to-be college freshman, Reiji Mukudori, is finally able to buy a copy of the game and start playing. With some help from his experienced older brother, Shuu, and his partner Embryo, Reiji embarks on an adventure into the world of <Infinite Dendrogram>. Just what will he discover and encounter in this game world known for its incredible realism and infinite possibilities?

(Source: J-Novel Club)",https://cdn.myanimelist.net/images/anime/1854/114772.jpg,https://myanimelist.net/anime/38909/Infinite_Dendrogram
Nekopara,,"['Comedy', 'Slice of Life', 'Anthropomorphic']",6.74,Felix Film,TV,Ranked #5163,"Members 157,662","The siblings Kashou and Shigure Minazuki enjoy the company of six catgirls. Chocola and Vanilla assist Kashou in his job as a baker at the patisserie La Soleil, while the others—Coconut, Azuki, Cinnamon, and Maple—accompany Shigure in her daily life back at their home.

One afternoon, when Chocola goes out for an errand, she notices a green-haired kitten alone by herself at a park and decides to bring her back to the patisserie. Soon after, the Minazuki household adopts her and gives her a name: Cacao. With a new member in their family, the members of the Minazuki household continue their everyday lives—bound to become livelier than ever.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1716/104880.jpg,https://myanimelist.net/anime/38924/Nekopara
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,Magia Record: Puella Magi Madoka Magica Side Story,"['Drama', 'Suspense', 'Mahou Shoujo', 'Psychological']",6.79,Shaft,TV,Ranked #4947,"Members 145,563","Rumor has it that if a young girl strikes a bargain with a white fairy, it will grant any wish her heart desires. However, in exchange, she will become a magical girl and must put her life on the line to slay fearsome and ferocious witches.

Iroha Tamaki, a kind-hearted middle schooler from Takarazaki City, is living proof that these rumors are true. Armed with a magical crossbow and the ability to heal injuries, Iroha seeks out the labyrinths where witches hide and defeats them before they can prey on humans. Yet Iroha has no memory of her wish, and even Kyuubey, the white fairy himself, seems to have no idea what Iroha requested of him.

One day, Iroha hears rumors of a city where ""magical girls can be saved,"" and finds herself on a sunset train to Kamihama City. Unfortunately, she discovers that the witches in Kamihama are far more powerful than usual. After veteran magical girl Yachiyo Nanami is forced to save her, Iroha vows to never return. But when a chance encounter with a tiny Kyuubey seems to trigger distant memories, Iroha is compelled to investigate the mysterious city despite the danger.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1786/104783.jpg,https://myanimelist.net/anime/38256/Magia_Record__Mahou_Shoujo_Madoka☆Magica_Gaiden
Runway de Waratte,Smile Down the Runway,"['Drama', 'School', 'Showbiz', 'Visual Arts', 'Shounen']",7.58,Ezόla,TV,Ranked #1430,"Members 117,711","Being the daughter of a modeling agency owner, Chiyuki Fujito aspires to represent her father's agency in the prestigious Paris Fashion Week, shining under the spotlight as a runway model. However, although she is equipped with great looks and talent, she unfortunately lacks a key element in becoming a successful model—height. Stuck at 158 cm even after entering high school, her childhood dream seems out of reach.

Meanwhile, Ikuto Tsumura is a high school student with a knack in designing clothes; however, without the resources to pursue the necessary education, his ambition of becoming a fashion designer remains a mere dream. But as fate brings Chiyuki and Ikuto together, the dim hopes within their hearts are ignited once again. Together, the two promise to rebel against convention and carve out their own paths in the fashion world.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1544/104540.jpg,https://myanimelist.net/anime/40392/Runway_de_Waratte
Pet,,"['Mystery', 'Supernatural', 'Psychological', 'Seinen']",6.45,Geno Studio,TV,Ranked #6835,"Members 89,333","Despite endless research, the human mind remains a mystery to this day. Unknown to the public, there exist special individuals who are able to dive deep into the minds of people and even manipulate their memories.

Gifted with this ability, Hiroki, Tsukasa, and Satoru are among those who use their power to commit crime under the orders of their leader, Katsuragi. The three step into the dangerous territory of the human mind in order to destroy their assigned targets while striving to keep their own minds and memories safe.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1399/94794.jpg,https://myanimelist.net/anime/37522/Pet
Heya Camp△,Room Camp,"['Slice of Life', 'CGDCT', 'Iyashikei']",7.31,C-Station,TV,Ranked #2450,"Members 88,162","During an Outdoor Activities Club meeting, Nadeshiko Kagamihara, Aoi Inuyama, and Chiaki Oogaki debate what it means to be a real Yamanashi native. Somewhere along the line, Chiaki brings up the Yamanashi Kids' Stamp Rally, which Nadeshiko has never heard of. The rally encourages one to visit famous places in the prefecture and collect stamps; those who complete the rally will win a year's worth of Minobu steamed buns. Enticed by the humongous food prize, Nadeshiko is set on participating.

Follow the Outdoor Activities Club as they travel around the Yamanashi prefecture to collect stamps and explore what the region has to offer!

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1228/104364.jpg,https://myanimelist.net/anime/38476/Heya_Camp△
Koisuru Asteroid,Asteroid in Love,"['Slice of Life', 'CGDCT', 'Iyashikei', 'School']",6.88,Doga Kobo,TV,Ranked #4509,"Members 80,234","In a fateful childhood encounter, Mira Kinohata met a stargazing dreamer named Ao Manaka. Though their time together was short, Ao showed Mira the wonders of astronomy, from orbiting planets to distant stars. Before they parted, Mira learned that a star with her name exists, but there are none with Ao's. And so, she forged a promise: one day, she would discover a new asteroid and name it after Ao.

Years later, Mira is still fascinated with astronomy. Now in high school at Hoshizaki Academy, she tries to join the Astronomy Club. Unfortunately, she finds out that the club has been merged with the Geology Club to form a single Earth Sciences Club. She joins this new club and finds a pleasant surprise—she reunites with Ao after years of separation.

Alongside their new clubmates, Mira and Ao begin their journey together to fulfill their promise. How hard could it possibly be to find an asteroid?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1142/111693.jpg,https://myanimelist.net/anime/39388/Koisuru_Asteroid
Majutsushi Orphen Hagure Tabi,Sorcerous Stabber Orphen,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Martial Arts']",5.82,Studio Deen,TV,Ranked #10093,"Members 62,815","In a world of magic and monsters, Krylancelo Finrandi and his foster sister Azalie Cait-Sith were once promising students of sorcery, prodigies at the famous Tower of Fangs. But an experiment gone horribly wrong warps Azalie's appearance, trapping her in the form of a dragon.

Elders at the Tower—more interested in preserving their reputation rather than their students' lives—drive off the transformed Azalie and cover up the incident. Outraged, Krylancelo strikes out on his own, taking the new name of ""Orphen"" and vowing to return Azalie to her normal state.

Five years later, Orphen's quest has stalled. A chance encounter brings him face to face with Azalie again, but he still has no way to restore her body. And with a hostile group of sorcerers hunting her down, he may be running out of time. The past and present collide as Orphen tries to find how to save Azalie from their former teachers and friends.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1093/113944.jpg,https://myanimelist.net/anime/37576/Majutsushi_Orphen_Hagure_Tabi
Housekishou Richard-shi no Nazo Kantei,The Case Files of Jeweler Richard,"['Drama', 'Mystery', 'Adult Cast', 'Workplace']",7.20,Shuka,TV,Ranked #3023,"Members 60,933","Possessing a deep knowledge of mineralogy, Richard Ranashinha de Vulpian is a young and handsome British jewelry appraiser who owns a small shop in Japan. One fateful night, Seigi Nakata, a righteous college student, saves him from drunks who were harassing him due to his good looks. Upon learning of Richard's identity, Seigi hires him to appraise a pink sapphire ring that was left behind by his deceased grandmother.

Before long, Seigi becomes a trusted part-timer at Richard's shop. Together, the duo solve various jewel-related requests from diverse clients of different backgrounds. Step by step, they unravel the hidden motives and feelings that lie within the gems in order to understand and empathize with the little stories behind each piece of jewelry.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1134/109558.jpg,https://myanimelist.net/anime/40230/Housekishou_Richard-shi_no_Nazo_Kantei
number24,,"['Sports', 'School', 'Team Sports']",6.73,PRA,TV,Ranked #5249,"Members 55,025","Natsuza Yuzuki has been playing rugby as a left-winger ever since he was a child. After enrolling in Doushisha University, he quickly becomes a rising star in the Kansai University League.

His dreams are shattered, however, when a nasty motorbike accident leaves him with a spinal hernia—making him unable to be able to play rugby ever again. With no role available other than the position of manager, he accepts his new post and hopes his squad can obtain a league title.

Yuzuki's team is an unlikely group, including his stoic best friend and full-back Seiichirou Jingyouji; hot-headed first-year Yasunari Tsuru, who harbors a strong dislike for Natsuza, filling his senior's old position as left wing; and Yuu Mashiro, who is struggling to hold his ground as a scrum half.

Despite Natsuza putting his all into training his team for a league title, their squad still feels incomplete. A year ago, Ibuki Ueka, the genius fly-half that was once Doushisha's ace, suddenly quit rugby—and now Natsuza is determined to get him back.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1885/102374.jpg,https://myanimelist.net/anime/39583/number24
Boku no Tonari ni Ankoku Hakaishin ga Imasu.,A Destructive God Sits Next to Me,"['Comedy', 'Slice of Life', 'School', 'Josei']",6.66,EMT Squared,TV,Ranked #5591,"Members 54,473","In the distant past, Miguel, the God of Destruction, was sealed inside the knight who ruled over light and darkness, Sturmhurt. Alongside the knight was Gestöber, who accompanied him through countless battles. In the present day, destiny causes them to reincarnate as Kabuto Hanadori and Seri Koyuki, two classmates.

Their reunion should be a joyous moment, if not for the fact that these fantasied heroes are just products of Kabuto's delusions. As the fictional ""Gestöber,"" Seri finds himself in various embarrassing situations due to Kabuto's antics that sometimes grow out of his control. Moreover, his classmate Utsugi Tsukimiya joins the fray with his absurdly accurate mind-reading abilities, slowly destroying Seri's social life.

Seri tries hard to stay away from them, refusing to acknowledge their shenanigans, however with Kabuto's chuunibyou and Utsugi's unpredictability, he is only bound to be swept by the craziness coming his way.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1848/103547.jpg,https://myanimelist.net/anime/38302/Boku_no_Tonari_ni_Ankoku_Hakaishin_ga_Imasu
22/7,,"['Idols (Female)', 'Music']",6.79,A-1 Pictures,TV,Ranked #4920,"Members 42,186","Miu Takigawa views the world from behind the safety of her bangs, content with peacefully passing unnoticed through life. Reserved and timid, Miu struggles to converse with or even smile at customers when at her part time job, but she works tirelessly to support her mother and precious little sister, Haru. It is a shock when a letter arrives from the entertainment company GIP, announcing that she has been chosen as a candidate for their new project. 

Miu decides to accept the invitation and heads to the meeting spot where the eccentric ensemble of other candidates filter in, all summoned by their own letters. Not long after, the girls are escorted by a manager to a luxurious secret facility, where it is explained that they must follow the mysterious directions of ""The Wall,"" whose orders are absolute. 

The 24th of December, 2016, will see the birth of idols like no other; on that day, the group 22/7 will debut, whether or not Miu and the other members are ready to take the stage.

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/1485/108385.jpg,https://myanimelist.net/anime/40148/22_7
Kuutei Dragons,Drifting Dragons,"['Adventure', 'Fantasy', 'Seinen']",6.98,Polygon Pictures,TV,Ranked #4056,"Members 41,523","It has been half a century since humans took to the sky to hunt dragons. Although dragons present a great danger, every part of them is extremely valuable, and brave dragon hunters, called ""drakers,"" risk their lives aboard special dragon-hunting airships to pursue them.

However, despite the thrill and excitement of hunting, the life of a draker is not easy. Ostracized by society, the drakers have no place to call home. Life in the air is not any easier either: maintaining an airship is dull and expensive—and dragons are even harder to catch, as each one is unique. 

One of the last remaining such airships is the Quin Zaza. Its courageous crew includes Takita, an eager newcomer trying to earn her place on the ship; Mika, a reckless but highly skilled hunter; and Jirou, an earnest young man chasing both the dragons and his past. United by the same goal, these hunters face arduous aerial battles that involve daring feats of skill, strategy, and more than their fair share of danger.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1211/116017.jpg,https://myanimelist.net/anime/39531/Kuutei_Dragons
Hatena☆Illusion,Hatena Illusion,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",5.39,Children's Playground Entertainment,TV,Ranked #11739,"Members 39,991","Years ago, many magical ""Artifacts"" were stolen and scattered throughout the world. They fell into the hands of people who were not supposed to know of their existence, causing misfortune to those who abused their power. The Hoshisato family of magicians has special access to the Artifacts, and they take it upon themselves to return them to their rightful place.

Despite her inexperience, Kana ""Hatena"" Hoshisato wishes to aid her parents Mamoru and Maeve in their quest, doing her best to improve. Meanwhile, her childhood friend Makoto Shiranui has come to their mansion to study magic under her father's tutelage as part of a promise they made years ago. Hatena is excited to see her friend again, only to be utterly disappointed when the person she thought to be a girl all these years turns out to be a boy, leading to a bitter reunion.

Before long, Makoto comes to know of the Artifacts and the true identities of the magicians he admires. Unfazed, he continues to strive to fulfill his promises and stay true to why he learns magic—to ease the sadness of people around him and, most importantly, to become a person worthy of being Hatena's partner.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1299/106117.jpg,https://myanimelist.net/anime/35252/Hatena☆Illusion
