title,title2,genre,ratings,studio,type,rank,members,description,img_url,link
Digimon Adventure:,,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",6.41,Toei Animation,TV,Ranked #7050,"Members 52,534","In the year 2020, technology is everywhere. Every digital device around the world is connected by a singular network where data travels. Unbeknownst to humans, this network has become home to life forms known as ""Digimon.""

Fifth-grader Taichi Yagami is preparing for summer camp when strange occurrences begin in Tokyo; certain electronic systems have started going haywire. When he discovers that his sister and mother are trapped on an unstoppable train, he rushes to the nearby station. Suddenly, Taichi is transported to another world where he meets a strange creature by the name of Agumon, who somehow already knows his name. Taichi also receives a strange device called a ""Digivice,"" which allows him to communicate with the undigitized world.

Taichi discovers he is in the ""Network,"" and virus-like Digimon are attacking the areas that maintain Tokyo’s electronic systems. It is up to Taichi and his new partner Agumon to stop these cyberattacks before the whole world is threatened by the actions of mischievous Digimon.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1745/105558.jpg,https://myanimelist.net/anime/41074/Digimon_Adventure_
Bungou to Alchemist: Shinpan no Haguruma,Bungo and Alchemist -Gears of Judgement-,"['Adventure', 'Fantasy']",6.48,OLM,TV,Ranked #6632,"Members 47,436","Famous writers throughout history find themselves being reincarnated by a mysterious, unseen entity known as the Alchemist. With their souls confined and bound to an expansive library, they are tasked by the Alchemist to jump into books to purify the pages of monsters called Taints. Along the way, they must also rescue and recruit fellow authors trapped within the very stories they themselves had written.

Although the writers take on new and powerful forms for this endeavor, some still maintain a semblance of who they once were, while others struggle to remember their pasts and the works they had penned. Despite there being no apparent end to their grand mission, they remain committed to the cause in hope of resolving the mystery behind their collective resurrection as well as questions that have haunted their former lives.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1223/114346.jpg,https://myanimelist.net/anime/40934/Bungou_to_Alchemist__Shinpan_no_Haguruma
Jashin-chan Dropkick',Dropkick on My Devil!! Dash,"['Comedy', 'Supernatural', 'CGDCT', 'Gag Humor', 'Mythology']",7.46,Nomad,TV,Ranked #1831,"Members 39,916","Jashin-chan is a demon who was summoned by Yurine Hanazono, a gothic looking girl. Unable to return home as the relevant spell was not included in the summoning grimoire, Jashin-chan resorts to violence to liberate herself from her earthly shackles.

However, this is easier said than done, as Yurine is no weakling herself. She in fact possesses formidable physical power and uses it to massacre Jashin-chan in a variety of ways, be it shoving her arm in a blender, spreading her intestines across the room or even cooking her. Though these actions would be fatal to anyone without the ability to regenerate, Jashin-chan isn't exactly undeserving of this treatment. Stuck with each other, Yurine lets Jashin-chan live with her in exchange for work around the apartment, and this cohabitation results in situations where, more often than not, Jashin-chan ends up in pieces. 

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1646/111421.jpg,https://myanimelist.net/anime/39049/Jashin-chan_Dropkick
"Shachou, Battle no Jikan desu!","Shachibato! President, It's Time for Battle!","['Action', 'Adventure', 'Fantasy']",5.86,C2C,TV,Ranked #9940,"Members 36,301","Long ago, a goddess descended from Heaven and blessed the desolate land of Gatepia. As a result, gigantic gates appeared, leading to dungeons abundant in ""kirakuri,"" crystals containing the energy needed for the foundation of the world. This led to the formation of various companies of adventurers who would harvest kirakuri from the dungeons.

Following his father's disappearance inside one of the biggest gates in Gatepia, Minato is urged by his childhood friend Yutoria to become the president of his father's treasure-hunting company—the Kibou Company. He reluctantly agrees and meets with the other employees: the priest Makoto, the soldier Akari, and the accountant Guide.

Thus, Minato begins his tenure as president. As he and his comrades strive to fulfill various missions and other assorted tasks in order to keep their small company alive, they will uncover the mystery behind their former leader's sudden departure.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1044/106309.jpg,https://myanimelist.net/anime/40783/Shachou_Battle_no_Jikan_desu
Tamayomi,TAMAYOMI: The Baseball Girls,"['Sports', 'School', 'Team Sports']",5.76,Studio A-CAT,TV,Ranked #10359,"Members 30,713","Yomi Takeda and Tamaki Yamazaki have loved baseball since they were kids. They used to play catch together whenever possible, and in doing so, Yomi discovered her talent for throwing the ball in a way that seemed like magic. The girls promised to keep playing baseball even when they are older and were separated soon after. In the years that followed, Tamaki went on to become a skilled catcher, but Yomi did not get very far despite her throwing prowess.

Deciding to quit her passion, Yomi starts her first year at Shin Koshigaya High School. Try as she might to avoid anything related to baseball, she meets the twins Yoshino and Ibuki Kawaguchi, both of whom are enthusiasts of the sport. Moreover, she stumbles upon Tamaki, and just like old times, they decide to play catch—reigniting Yomi’s desire to pitch.

Reunited, Yomi and Tamaki set out to fulfill their childhood promise. Alongside Yoshino and Ibuki, they strive to revive their school’s baseball team which has been on hiatus. More members join until their group is complete, and now the new goal of Shin Koshigaya's girls' baseball team is nothing less than winning the national championships.

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/1108/119277.jpg,https://myanimelist.net/anime/39966/Tamayomi
Gal to Kyouryuu,Gal & Dino,"['Comedy', 'Slice of Life', 'Seinen']",6.45,"Kamikaze Douga,             Space Neko Company",TV,Ranked #6808,"Members 29,477","Wasted from the night before, Kaede wakes up the next morning to find herself at home with a dinosaur she had brought along with her. The two start living together as an odd pair consisting of a typical gal girl and a mute dinosaur going about daily lives. Although not the most experienced paleontologist, Kaede begins to learn more about her new prehistoric roommate through a series of comedic gags and adventures.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1603/111352.jpg,https://myanimelist.net/anime/40358/Gal_to_Kyouryuu
IDOLiSH7 Second Beat!,,"['Drama', 'Idols (Male)', 'Music']",8.15,TROYCA,TV,Ranked #401,"Members 26,367","Following their performance at the Black or White event, the idol group IDOLiSH7 is at the height of its popularity, with offers for various concerts and work coming in every day, much to the joy of the seven boys and their manager. However, as their fame continues to rise, Riku Nanase's health begins worsening due to the heavy workload.

With the gigantic idol duo Re:vale showing interest in the group and the reopening event of the Zero Arena coming up, IDOLiSH7: Second Beat follows IDOLiSH7 as they not only struggle to adapt to the challenges of the idol life but also to face their personal troubles, all while continuously meeting the expectations of their treasured fans.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1962/106361.jpg,https://myanimelist.net/anime/37962/IDOLiSH7_Second_Beat
Kitsutsuki Tanteidokoro,Woodpecker Detective's Office,"['Mystery', 'Historical']",6.10,LIDENFILMS,TV,Ranked #8736,"Members 25,242","A ghost was seen on the 12th floor of the Asakusa Juunikai building. A newspaper article featuring the sighting brought together Takuboku Ishikawa, who runs a private detective agency to support his family, and his assistant Kyosuke Kindaichi to solve the case.

(Source: MAL News)",https://cdn.myanimelist.net/images/anime/1139/105873.jpg,https://myanimelist.net/anime/39582/Kitsutsuki_Tanteidokoro
Major 2nd 2nd Season,,"['Comedy', 'Drama', 'Sports', 'Team Sports', 'Shounen']",7.49,OLM,TV,Ranked #1733,"Members 19,636","After recovering from the inner struggles he faced in the past, Daigo Shigeno continues to play baseball and is now the captain of Fuurin Private Academy Middle School's baseball team. Alongside Mutsuko Sakura, his classmate from elementary school, he aims to lead the team to glory. However, due to unexpected circumstances, Fuurin's baseball team is left with only six members: Daigo, Mutsuko, Yayoi Sawa, Tao Sagara, Seira Kandori, and Hiromu Tanba. Left with mostly female players and lacking in experience, the team struggles to gain confidence and trust from the new recruits—Akira Nishina, Anita Kabashima, and Chisato Fujii. Facing challenges such as having no proper coach, problematic recruits, and a limited number of members, Daigo's resolution is put to the test as he tries to bring the team together in time to participate in their first ever tournament.

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/1025/105319.jpg,https://myanimelist.net/anime/40504/Major_2nd_2nd_Season
Shin Sakura Taisen the Animation,Sakura Wars the Animation,"['Action', 'Adventure', 'Sci-Fi', 'Mecha', 'Performing Arts']",5.79,SANZIGEN,TV,Ranked #10225,"Members 17,545","In 1941, one year after the defeat of Sotetsu Genan, captain Seijuurou Kamiyama of the Imperial Combat Revue's Flower Division in Tokyo leaves on a secret mission, with Sakura Amamiya temporarily assuming command. Following an incident in Europe, Kamiyama takes a young Russian girl named Klara M. Ruzhkova and leaves her in the Flower Division's care. However, Moscow Combat Revue captain Valery Kaminski is sent to Tokyo to retrieve Klara and the Flower Division must stop him.

(Source: Wikipedia, edited)",https://cdn.myanimelist.net/images/anime/1341/105735.jpg,https://myanimelist.net/anime/40403/Shin_Sakura_Taisen_the_Animation
